Church,Cath. Dir.,street address,City,state/zipcode,Diocese,URL,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,PDF,Bulletin
Immaculate Conception,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189697,21 W. 8th. St.,Marcus Hook,PA 19061 US,Archdiocese of Philadelphia,https://www.parishesonline.com/find/immaculate-conception-of-lourdes-church,,,,,,,,,N,N
St. Mary's Chapel,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54928,217 Maple St,Wrightsville,PA 17368 US,Diocese of Harrisburg,http://www.waymarking.com/waymarks/WM99NE_St_Marys_Chapel_Wrightsville_PA,,,,,,,,,N,N
St. Gerard Majella Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54363,121 Dawn Road,Verona,PA 15147 US,Diocese of Pittsburgh,https://www.parishesonline.com/find/st-gerard-majella,,,,,,,,,N,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54362,825 Second Street,Verona,PA 15147 US,Diocese of Pittsburgh,http://stjosephveronapa.com/,,,,,,,,,N,1
St. Francis of Assisi,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189704,100 St. Francis Drive,Mildred,PA 18632 US,None,http://ihmdushore.com,,,,,,,,,N,6
Christ Prince of Peace Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54740,718 Fourth Ave,Ford City,PA 16226 US,Diocese of Greensburg,http://www.fccatholic.org/,,,,,,,,,N,6
St. Benedict Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55670,2020 Chestnut Hill Rd,Mohnton,PA 19540 US,Diocese of Allentown,Http://www.churchofsaintbenedict.com,,,,,,,,,Y,2
Assumption of The Blessed Virgin Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55081,22nd St & Washington Ave,Northampton,PA 18067 US,Diocese of Allentown,https://bvm-northampton.com/,,,,,,,,,N,3
Queenship of Mary,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55080,1324 Newport Ave,Northampton,PA 18067 US,Diocese of Allentown,http://queenshipofmary.weconnect.com/,,,,,,,,,N,N
St. John The Baptist Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55082,1343 Newport Ave,Northampton,PA 18067 US,Archeparchy of Philadelphia,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55082,,,,,,,,,N,N
St. Michael Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55083,829 Main St,Northampton,PA 18067 US,Diocese of Allentown,https://www.parishesonline.com/find/st-michael-church-18067,,,,,,,,,N,N
St. Maria Goretti Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55639,Cowpath and Derstine Rds,Hatfield,PA 19440 US,Archeparchy of Philadelphia,http://www.stmariagoretti.net/,,,,,,,,,N,1
Our Lady of Peace Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55408,208 Milmont Ave,Milmont Park,PA 19033 US,Archeparchy of Philadelphia,https://olp-parish.com/,,,,,,,,,N,1
St. John Baptist de La Salle Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=5793,497 Athena Dr.,Delmont,PA 15626-1257 US,Diocese of Greensburg,http://www.sjdls.org,,,,,,,,,N,N
Annunciation Blessed Virgin Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54992,7 S Broad Mountain Ave,Frackville,PA 17931 US,Diocese of Allentown,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54992,,,,,,,,,N,N
St. Ann Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54994,49 North Line Street,Frackville,PA 17931 US,Diocese of Allentown,https://www.frackvillecatholic.org/,,,,,,,,,N,1
St. Joseph Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54995,237 West Frack Street,Frackville,PA 17931 US,Diocese of Allentown,https://www.frackvillecatholic.org/,,,,,,,,,N,1
St. Michael Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54996,45 S Second St,Frackville,PA 17931 US,Archeparchy of Philadelphia,http://www.stmichaelucc.com/,,,,,,,,,N,1
Church of the Resurrection,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55126,215 Second St.,Rossiter,PA 15772 US,Diocese of Allentown,http://www.churchresurrection.org,,,,,,,,,N,1
Holy Archangel Michael Byzantine Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55646,203 Jacob Street,Mont Clare,PA 19453 US,Byzantine Catholic Eparchy of Passaic,http://www.stmichaelbyz.net/,,,,,,,,,N,1
St. Michael Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54356,740 Wall Ave,Pitcairn,PA 15140 US,Diocese of Pittsburgh,http://www.namcatholicchurch.org/,,,,,,,,,N,1
Immaculate Conception Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55132,180 W Broadway,Jim Thorpe,PA 18229 US,Diocese of Allentown,http://www.iccjimthorpe.org/,,,,,,,,,Y,N
St. Joseph Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55133,526 North St,Jim Thorpe,PA 18229 US,Diocese of Allentown,http://saintjosephchurch-jimthorpe.org/,,,,,,,,,N,N
Haverford College NEWMAN,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189681,Whitehead Campus Center 313 ofc. 208,Haverford,PA 19041 US,None,http://www.sccs.swarthmore.edu/org/catholic/,,,,,,,,,N,N
St. Michael Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54956,107 N Washington St,Canton,PA 17724 US,Diocese of Scranton,https://www.stmichaelcanton.org/,,,,,,,,,N,N
St. Catherine of Sweden Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54311,2554 Wildwood Road,Allison Park,PA 15101 US,Diocese of Pittsburgh,http://www.stcatherineofsweden.org,,,,,,,,,N,N
St. Ursula Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54312,3937 Kirk Ave,Allison Park,PA 15101 US,Diocese of Pittsburgh,http://www.stursula.com/,,,,,,,,,N,1
St. Elizabeth,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189777,941 Pottstown Pike,Uwchland,PA 19480 US,Archdiocese of Philadelphia,http://www.stelizabethparish.org/,,,,,,,,,N,N
Church of St. Joseph,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55385,3255 Concord Road,Aston,PA 19014 US,Archdiocese of Philadelphia,http://www.stjosephaston.org,,,,,,,,,N,1
St. Benedict The Abbot Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54460,120 Abington Dr,McMurray,PA 15317 US,Diocese of Pittsburgh,http://www.sbapeters.org,,,,,,,,,N,N
St. Elizabeth Ann Seton Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55320,116 Hughes Street,Swoyersville,PA 18704 US,Diocese of Scranton,http://www.setonpa.com,,,,,,,,,N,N
St. Nicholas Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55313,271 Tripp Street,Swoyersville,PA 18704 US,Byzantine Catholic Eparchy of Passaic,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55313,,,,,,,,,N,N
Holy Spirit Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54338,2603 Old Elizabeth Rd,West Mifflin,PA 15122 US,Diocese of Pittsburgh,https://diopitt.org/holy-spirit-west-mifflin,,,,,,,,,N,N
Holy Trinity Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54337,529 Grant Ave,Ext,West Mifflin,PA 15122 US,Diocese of Pittsburgh,,,,,,,,,N,N
Resurrection Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54336,1 Majka Drive,West Mifflin,PA 15122 US,Diocese of Pittsburgh,http://www.resurrectionchurch.comcastbiz.net,,,,,,,,,N,N
St. Agnes Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54339,622 St Agnes Ln,West Mifflin,PA 15122 US,Diocese of Pittsburgh,http://www.stagneswm.com/mainpage.htm,,,,,,,,,N,N
Our Lady of Mercy Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54778,837 Bartlett Rd,Harborcreek,PA 16421 US,Diocese of Erie,http://www.ourladyofmercychurch.org,,,,,,,,,N,N
Catholic Campus Ministry at Penn State,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=75680,205D Pasquerilla Spiritual Center,University Park,PA 16802 US,None,http://www.psu.edu/catholic,,,,,,,,,N,N
Mount Aloysius College,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189657,7373 Admiral Peary Hwy.,Cresson,PA 16630 US,None,http://www.mtaloy.edu/,,,,,,,,,N,N
St. Aloysius Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54821,7911 Admiral Peary Hwy,Cresson,PA 16630 US,Diocese of Altoona - Johnstown,http://www.saintaloysiuscresson.org,,,,,,,,,Y,2
St. Francis Xavier Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54822,211 Powell Ave,Cresson,PA 16630 US,Diocese of Altoona - Johnstown,http://www.saintfrancisxaviercresson.org/,,,,,,,,,N,N
SS Peter & Paul Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55276,912 Vine St,Avoca,PA 18641 US,Diocese of Scranton,https://www.ssppkiel.org/,,,,,,,,,Y,1
St. Mary Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55277,715 Hawthorne St,Avoca,PA 18641 US,Diocese of Scranton,https://www.stmarynow.com/news-local/updated-us-90-closed-across-st-mary-parish,,,,,,,,,N,N
St. Ann Parish Bently Creek,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54869,13502 Berwick Turnpike,Gillett,PA 16925 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54869,,,,,,,,,N,N
Immaculate Conception of The Blessed Virgin Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54931,309 South George St,York,PA 17403 US,Diocese of Harrisburg,http://www.stmarysyork.org/,,,,,,,,,N,N
St. Joseph Roman Catholic Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=24377,2935 Kingston Rd.,York,PA 17402 US,Diocese of Harrisburg,http://www.sjy.org,,,,,,,,,N,N
St. Patrick Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=2580,231 South Beaver Street,York,PA 17401 US,Diocese of Harrisburg,http://www.stpatrickyork.org,,,,,,,,,N,N
St. Rose of Lima Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54932,950 W Market St,York,PA 17404 US,Diocese of Harrisburg,http://stroseofkimayork.org,,,,,,,,,N,N
St. Cecelia Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54506,571 Grindstone Road,Grindstone,PA 15442 US,Diocese of Greensburg,https://discovermass.com/church/st-cecilia-grindstone-pa/,,,,,,,,,N,N
Sacred Heart Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55684,740 Cherry St,West Reading,PA 19611 US,Diocese of Allentown,http://www.shrcparish.org/,,,,,,,,,N,N
St. Isidore Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55357,2545 West Pumping Road,Quakertown,PA 18951 US,Archdiocese of Philadelphia,http://www.stisidores.org/,,,,,,,,,N,N
St. Mary,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55235,700 Oak St.,Taylor,PA 18517 US,Byzantine Catholic Eparchy of Passaic,https://stmarystaylor.org/,,,,,,,,,N,N
St. Mary of Czestochowa,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54865'," ""138 St Mary's St""",Blossburg,PA 16912 US,Diocese of Scranton,http://holychildparish.com/,,,,,,,,,N,2
St. Angela Merici Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54342,1640 Fawcett Ave,White Oak,PA 15131 US,Diocese of Pittsburgh,http://www.stangelamericiparish.org,,,,,,,,,N,N
St. Columbkille Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54340,103 Church Rd,Imperial,PA 15126 US,Diocese of Pittsburgh,http://www.saintcolumbkilleparish.org,,,,,,,,,N,1
Holy Family Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54273,787 Freeport Rd,Creighton,PA 15030 US,Diocese of Pittsburgh,https://www.holyfamilyparishpa.com/,,,,,,,,,N,N
St. Mark Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54609,235 E Fourth St,Emporium,PA 15834 US,Diocese of Erie,http://stmarkemporium.org/,,,,,,,,,N,1
St. Lawrence Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54768,180 E State St,Albion,PA 16401 US,Diocese of Erie,http://www.stlawrencealbion.org,,,,,,,,,Y,3
SS Peter And Paul,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54857,Sixth St.,Hawk Run,PA 16840 US,Diocese of Pittsburgh,http://www.mcrpdvet.pages.qpg.com/sspeterpaulhawkrun/index.html,,,,,,,,,N,N
St. John The Baptist Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54858,Fulton and Whitman Streets,Hawk Run,PA 16840 US,Diocese of Pittsburgh,http://byzcath.org/centralpa/aboutstjohn.html,,,,,,,,,N,N
St. John Bosco Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55414,235 E County Line Rd,Hatboro,PA 19040 US,Archeparchy of Philadelphia,http://www.saintjohnbosco.org,,,,,,,,,N,N
Christ The King Parish-Closed,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55247,P.O. Box 171,Blakeslee,PA 18610 US,Diocese of Scranton,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=55247,,,,,,,,,N,N
Knights of Columbus--Schuylkill Council 431,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=74804,106 North 6th Street,Pottsville,PA 17901 US,Diocese of Allentown,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=74804,,,,,,,,,N,N
St. John The Baptist Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54983,913 Mahantongo St,Pottsville,PA 17901 US,Diocese of Allentown,http://www.saintjohnpottsville.org/,,,,,,,,,N,N
St. Patrick Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54980,319 Mahantongo St,Pottsville,PA 17901 US,Diocese of Allentown,https://stpatrickpottsville.org/,,,,,,,,,N,11
Holy Cross Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54328,905 Main St,East Pittsburgh,PA 15112 US,Diocese of Pittsburgh,https://vimeo.com/98818815,,,,,,,,,N,N
St. Mary Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54329,317 Howard Street,East Pittsburgh,PA 15112 US,Diocese of Pittsburgh,https://www.parishesonline.com/find/st-mary-byzantine-catholic-church-15112,,,,,,,,,N,N
Assumption of the Blessed Virgin Mary Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54880,12 North Eighth Street,Lebanon,PA 17046 US,Diocese of Harrisburg,https://www.hbgdiocese.org/parishes/assumption-of-the-blessed-virgin-mary-lebanon/,,,,,,,,,N,N
Church of St. Cecilia,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=7044,202 E Lehman St.,Lebanon,PA 17046-3930 US,Diocese of Harrisburg,https://www.hbgdiocese.org/parishes/st-cecilia-lebanon/,,,,,,,,,N,N
Knights of Columbus Council 2870,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=213567,170 N 9th Street,Lebanon,PA 17046 US,Diocese of Harrisburg,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=213567,,,,,,,,,N,N
St. Benedict The Abbot Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54881,1300 Lehman St,Lebanon,PA 17046 US,Diocese of Harrisburg,http://www.sbaclpa.com/,,,,,,,,,N,N
St. Joan of Arc Catholic Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=69546,359 W. Areba Avenue,Hershey,PA 17033 US,Diocese of Harrisburg,http://www.stjoanhershey.org,,,,,,,,,N,3
St. Joan of Arc Religious Education,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=73003,359 W Areba Ave,Hershey,PA 17033 US,St. Joan of Arc Catholic Church,https://www.stjoanhershey.org/rep2.html,,,,,,,,,N,3
St. Joan of Arc Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54341,6414 Montour St,Library,PA 15129 US,Diocese of Pittsburgh,Http://www.mystjoan.org,,,,,,,,,N,2
Sacred Heart Church,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=15781,210 E Northampton St.,Bath,PA 18014-1625 US,Diocese of Allentown,http://www.sacredheartchurch.com/,,,,,,,,,N,N
Immaculate Conception Mission,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189643,Mageetown Rd.,Centerville,PA 16404 US,St. Titus Roman Catholic Church,https://iccollaborative.com/parishes/st-clare-mission/,,,,,,,,,N,N
Sacred Heart,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189763,40 South Irvine Ave.,Sharon,PA 16146-1275 US,Diocese of Erie,http://www.sharonherald.com/news/local_news/sacred-heart-church-on-the-market/article_779a3db4-6151-11e8-9a26-b38f03c78ff5.html,,,,,,,,,N,N
St. Anthony of Padua,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=189764,804 Idaho St.,Sharon,PA 16146 US,Diocese of Erie,https://discovermass.com/church/st-anthony-of-padua-sharon-pa/,,,,,,,,,N,N
St. John the Baptist Parish,http://www.thecatholicdirectory.com/directory.cfm?fuseaction=display_site_info&siteid=54730,3056 Morefield Rd,Sharon,PA 16148 US,None,http://www.stjohnacroc.org/,,,,,,,,,N,N
